Disease_ID,Disease_Name,Description,Symptoms,Symptom_Count,Disease_Category,Severity,Emergency_Flag,Risk_Level,Department,Medications,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Workouts,Source_Datasets,Clinical_Validation_Status,disease_norm,Severity_Score,Risk_Score
DIS000098,Macular Degeneration,"Macular degeneration is an eye disorder that damages the macula, the part of the retina responsible for central vision, leading to blurred or loss of central vision, typically in older adults.",abnormal movement of eyelid; bleeding from eye; blindness; diminished vision; double vision; foreign body sensation in eye; itchiness of eye; lacrimation; pain in eye; spots or clouds in vision; symptoms of eye,11,Eye,Mild,0,Low,Ophthalmology,"Anti-VEGF injections (e.g., Ranibizumab, Aflibercept); AREDS2 vitamin supplements; Photodynamic therapy; Laser therapy (rarely); Low vision aids","Vitamin A-rich foods (carrots, sweet potatoes); Lutein and zeaxanthin foods (spinach, kale); Omega-3 fatty acids (fish, walnuts); Zinc-rich foods (pumpkin seeds, beef); Antioxidant-rich foods (blueberries, citrus)",Wear sunglasses,Eat leafy greens,Avoid smoking,Regular eye checkups,Balance training: Prevent falls due to vision changes; Walking: Improves circulation and eye health; Indoor cycling: Safe with limited vision; Avoid fast-paced movements: Prevent injuries,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),macular degeneration,1,1
DIS000099,Marfan Syndrome,Requires Clinical Validation,lens dislocation,1,General / Unclassified,Severe,0,High,General Medicine,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),marfan syndrome,3,3
DIS000100,Marijuana Abuse,"Marijuana abuse refers to the excessive or harmful use of cannabis, which can lead to cognitive impairment, altered judgment, addiction, and long-term mental health issues.",abusing alcohol; anxiety and nervousness; delusions or hallucinations; depression; depressive or psychotic symptoms; difficulty speaking; drug abuse; excessive anger; fears and phobias; hostile behavior; low self-esteem; temper problems,12,General / Unclassified,Mild,0,Low,General Medicine,"Behavioral therapy; CBT; Motivational enhancement therapy; No FDA-approved medications; Support groups (e.g., NA)","Hydration (water, herbal teas); Omega-3s for brain health (walnuts, flaxseeds); Foods rich in B vitamins (eggs, poultry, leafy greens); Antioxidant-rich foods (berries, nuts); Limit processed foods",Avoid peer pressure,Seek counseling,Build healthy habits,Avoid triggering environments,Cardio workouts: Boost dopamine and mood; Yoga: Improve focus and reduce cravings; Strength training: Rebuild physical health; Group activities: Enhance social motivation and discipline,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),marijuana abuse,1,1
DIS000101,Metabolic Syndrome,Requires Clinical Validation,arthralgia; bradycardia; chest pain; chills; clammy skin; cold extremities; cold intolerance; confusion; cough; cyanosis; dizziness; double vision; easy bruising; exertional chest pain; facial droop; facial puffiness; fatigue; fatigue on exertion; focal weakness; gait instability; hematemesis; insomnia; joint pain; leg swelling; loss of taste; lymph node swelling; memory loss; migraine; muscle weakness; myalgia; numbness; orthopnea; paresthesia; paroxysmal nocturnal dyspnea; peripheral edema; petechiae; phonophobia; photophobia; photosensitivity; polydipsia; polyphagia; polyuria; reduced range of motion; resting tachycardia; seizures; spasticity; speech difficulty; tingling; tremor; unintentional weight loss; vertigo,51,Metabolic & Endocrine,Mild,0,Low,Endocrinology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),metabolic syndrome,1,1
DIS000102,Migraine,Requires Clinical Validation,,0,Neurological,Mild,0,Low,Neurology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,"A,B",Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),migraine,1,1
DIS000103,Multiple Sclerosis,"Multiple sclerosis (MS) is an autoimmune disease where the immune system attacks the protective sheath of nerves, leading to weakness, vision problems, and coordination issues.",abdominal bloating; abdominal pain; abnormal involuntary movements; anhedonia; anxiety; arthralgia; ataxia; bitter regurgitation; bone pain; bradycardia; chest tightness; chills; clammy skin; claudication; cold extremities; cold intolerance; compulsions; confusion; constipation; cough; dark stools; diarrhea; disturbance of memory; dizziness; double vision; dry cough; dysphagia; early satiety; enthesitis; exercise dyspnea; exercise intolerance; exertional chest pain; facial droop; facial puffiness; fatigue; fatigue on exertion; fever; focal weakness; gait instability; gi bleeding; hair loss; headache; heartburn; heat intolerance; hematemesis; hemoptysis; hot flashes; hypersomnia; jaundice; joint pain; joint swelling; leg swelling; leg weakness; limp; loss of appetite; loss of sensation; loss of smell; loss of taste; low mood; melena; memory loss; migraine; morning stiffness; muscle cramps; muscle weakness; myalgia; nasal congestion; nausea; neck pain; night sweats; numbness; orthopnea; panic attacks; paresthesia; paroxysmal nocturnal dyspnea; peripheral edema; phonophobia; photophobia; photosensitivity; pleuritic chest pain; polydipsia; polyphagia; problems with movement; productive cough; resting tachycardia; seizures; shortness of breath; sinus pain; sore throat; suicidal ideation; syncope; tingling; tremor; unintentional weight loss; vertigo; vision blur; vomiting; weakness; weight gain; weight loss unintentional; wheezing,101,Neurological,Severe,0,High,Neurology,"Interferon beta; Glatiramer acetate; Natalizumab; Corticosteroids (for flare-ups); Disease-modifying therapies (e.g., Fingolimod)","Omega-3 fatty acids (flaxseeds, salmon); Vitamin D-rich foods (eggs, fortified milk); Antioxidant-rich foods (berries, spinach); Limit saturated fats; Probiotics",Avoid overheating,Follow medication schedule,Stay physically active,Rest when needed,Balance training: Prevent falls; Aqua therapy: Joint-friendly; Stretching: Reduce stiffness; Seated resistance training: Build strength safely,"A,C",Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),multiple sclerosis,3,3
DIS000104,Niemann Pick Disease,Requires Clinical Validation,clammy skin; confusion; developmental delay; double vision; facial droop; fatigue on exertion; gait instability; memory loss; muscle weakness; numbness; orthopnea; paresthesia; seizures; speech difficulty; tingling; tremor; vision blur,17,General / Unclassified,Severe,0,High,General Medicine,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),niemann pick disease,3,3
DIS000105,Noninfectious Gastroenteritis,"Noninfectious gastroenteritis refers to inflammation of the stomach and intestines not caused by infection, but by irritants like medications, alcohol, or food intolerances.",blood in stool; burning abdominal pain; chills; decreased appetite; diarrhea; fever; fluid retention; headache; nausea; rectal bleeding; sharp abdominal pain; vomiting,12,Digestive,Mild,0,Low,Gastroenterology,"Antiemetics (e.g., Ondansetron); Antispasmodics (e.g., Dicyclomine); Probiotics; Hydration therapy; Dietary changes (BRAT diet)","Bland diet (bananas, rice, applesauce); Hydration; Avoid spicy, fatty, and dairy foods; Probiotics (yogurt, kefir); Small frequent meals",Avoid irritant foods,Stay hydrated,Eat bland diet,Rest well,Gentle walking: Only after rehydration; Rest: During acute symptoms; Avoid abdominal strain: Prevent discomfort; Hydration focus: Replace electrolytes,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),noninfectious gastroenteritis,1,1
DIS000106,Nose Disorder,"Nose disorders include structural or inflammatory issues such as deviated septum, nasal polyps, or rhinitis, causing congestion, breathing difficulty, or nosebleeds.",coryza; cough; difficulty breathing; ear pain; facial pain; fever; headache; nasal congestion; nosebleed; painful sinuses; sinus congestion; sore throat,12,General / Unclassified,Mild,0,Low,General Medicine,"Nasal decongestants (e.g., Oxymetazoline); Antihistamines; Saline nasal spray; Intranasal corticosteroids; Antibiotics (if bacterial infection)","Hydration; Vitamin C-rich foods (citrus, strawberries); Zinc-rich foods (meat, seeds); Avoid allergens and irritants; Warm fluids and anti-inflammatory foods (ginger, honey)",Avoid nose picking,Keep nasal passages moist,Use saline sprays,Avoid irritants and allergens,"Breathing techniques: Nasal breathing focus; Indoor cycling: Low impact on facial pressure; Avoid inversion poses: Prevent sinus pressure; Gentle cardio: Avoid dry, dusty air",C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),nose disorder,1,1
DIS000107,Obesity,Requires Clinical Validation,chest tightness; cough; dry cough; exercise dyspnea; loss of smell; loss of taste; nasal congestion; orthopnea; pleuritic chest pain; runny nose; shortness of breath; sinus pain; sore throat; wheezing,14,Metabolic & Endocrine,Mild,0,Low,Endocrinology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,"A,B,D",Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),obesity,1,1
DIS000108,Obstructive Sleep Apnea (osa),"OSA is a sleep disorder where the throat muscles intermittently relax and block the airway, causing repeated pauses in breathing during sleep and leading to poor rest and fatigue.",abnormal breathing sounds; abnormal involuntary movements; apnea; difficulty breathing; difficulty in swallowing; fatigue; insomnia; mouth dryness; shortness of breath; sleepiness; sweating; weight gain,12,General / Unclassified,Mild,0,Low,General Medicine,"CPAP (Continuous Positive Airway Pressure); Weight loss; Mandibular advancement device; Modafinil (for residual sleepiness); Surgery (e.g., UPPP, if indicated)","Weight management diet (calorie control); Avoid alcohol and sedatives; High-fiber foods (whole grains, fruits); Avoid heavy meals before bedtime; Hydration",Maintain healthy weight,Use CPAP machine if prescribed,Avoid alcohol before bedtime,Sleep on your side,"Weight management exercises: Walking, swimming; Breathing training: Strengthen airway muscles; Yoga: Improve breathing and sleep quality; Avoid late-night workouts: Prevent sleep disruption",C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),obstructive sleep apnea (osa),1,1
DIS000109,Osteoarthritis,Requires Clinical Validation,muscle cramps,1,Musculoskeletal,Moderate,0,Medium,Orthopedics,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),osteoarthritis,2,2
DIS000110,Osteopetrosis,Requires Clinical Validation,arthralgia; bone fractures pathologic; cold extremities; fatigue; fever; heat intolerance; hot flashes; joint pain; muscle cramps; polydipsia; polyphagia,11,Musculoskeletal,Severe,0,High,Orthopedics,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),osteopetrosis,3,3
DIS000111,Otitis Externa (swimmers Ear),"Otitis externa is an infection of the outer ear canal, often due to trapped water and bacteria, leading to ear pain, itching, swelling, and discharge.",cough; diminished hearing; ear pain; facial pain; fever; fluid in ear; itchy ear(s); plugged feeling in ear; redness in ear; ringing in ear; sore throat,11,"Ear, Nose & Throat",Mild,0,Low,ENT (Otolaryngology),"Topical antibiotic ear drops (e.g., Ciprofloxacin + Hydrocortisone); Acidifying drops (e.g., Acetic acid); Analgesics; Ear wick for deep infections; Avoid water exposure","Hydration; Avoid irritants and allergens; Vitamin C-rich foods (citrus fruits, bell peppers); Anti-inflammatory foods (turmeric, ginger); Probiotics (yogurt, kefir)",Dry ears after swimming,Avoid inserting objects into ears,Use prescribed ear drops,Avoid dirty water bodies,"Avoid swimming: Until healed; Walking: Gentle, safe movement; Indoor cycling: Avoid moisture exposure; Protect ears: Use dry earplugs during workouts",C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),otitis externa (swimmers ear),1,1
DIS000112,Otitis Media,"Otitis media is a middle ear infection that commonly affects children, causing ear pain, fever, irritability, and sometimes fluid discharge from the ear.",coryza; cough; diminished hearing; ear pain; fever; fluid in ear; nasal congestion; plugged feeling in ear; pulling at ears; sore throat; vomiting,11,"Ear, Nose & Throat",Mild,0,Low,ENT (Otolaryngology),Amoxicillin; Cefdinir; Acetaminophen for pain; Decongestants; Tympanostomy (if recurrent),"Hydrating fluids (water, herbal teas); Vitamin C-rich foods (citrus fruits); Probiotics (yogurt, kefir); Avoid dairy if it increases mucus; Anti-inflammatory foods (ginger, turmeric)",Avoid water entering ears,Take antibiotics as prescribed,Use warm compress,Follow up with ENT specialist,Rest: Especially during acute phase; Avoid swimming: Prevent water exposure to ears; Light walking: If energy permits; Neck stretches: Relieve ear canal pressure,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),otitis media,1,1
DIS000113,Pain After An Operation,"Pain after an operation (postoperative pain) is discomfort or soreness at the surgical site, which may be due to tissue injury, inflammation, or healing processes.",back pain; headache; leg pain; low back pain; lower abdominal pain; nausea; neck pain; sharp abdominal pain; sharp chest pain; side pain; vomiting,11,Injury & Trauma,Mild,0,Low,Orthopedics / Trauma,"Acetaminophen; Opioids (e.g., Morphine, Tramadol); NSAIDs; Local anesthetics; Nerve blocks","High-protein foods (eggs, fish); Vitamin C-rich foods (kiwi, strawberries); Zinc-rich foods (beef, nuts); Anti-inflammatory foods (turmeric, ginger); Hydration",Take pain meds as prescribed,Avoid physical strain,Keep surgical area clean,Attend follow-up appointments,Guided physiotherapy: Safe recovery progression; Deep breathing: Prevent lung complications post-surgery; Slow walking: Improves circulation; Avoid high-intensity activity: Allow full healing,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),pain after an operation,1,1
DIS000114,Panic Disorder,"Panic disorder is a mental health condition marked by sudden, unexpected panic attacks—intense periods of fear or discomfort—often accompanied by physical symptoms like chest pain, rapid heartbeat, shortness of breath, or dizziness.",abnormal involuntary movements; anxiety and nervousness; breathing fast; chest tightness; depression; depressive or psychotic symptoms; dizziness; insomnia; irregular heartbeat; palpitations; shortness of breath,11,Mental Health,Mild,0,Low,Psychiatry,"SSRIs (e.g., Sertraline, Fluoxetine); Benzodiazepines (e.g., Clonazepam, Alprazolam); SNRIs (e.g., Venlafaxine); Beta-blockers; Cognitive Behavioral Therapy (CBT)","Magnesium-rich foods (spinach, pumpkin seeds, almonds); Omega-3 fatty acids (salmon, flaxseeds, walnuts); Complex carbs (oats, quinoa); Green tea (L-theanine); Limit caffeine and sugar",Practice deep breathing,Avoid caffeine,Follow therapy plan,Seek support from loved ones,"Deep breathing exercises: Calm your mind by focusing on slow, deep breaths; Yoga: Combines breathing and movement for relaxation; Mindfulness meditation: Helps reduce anxiety by staying present; Regular aerobic exercise: Boosts mood and reduces stress",C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),panic disorder,1,1
DIS000115,Parkinsons,Requires Clinical Validation,,0,Neurological,Mild,0,Low,Neurology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),parkinsons,1,1
DIS000116,Pelvic Inflammatory Disease,"Pelvic inflammatory disease (PID) is an infection of the female reproductive organs, often caused by sexually transmitted bacteria, leading to abdominal pain, fever, and abnormal discharge.",back pain; burning abdominal pain; intermenstrual bleeding; lower abdominal pain; nausea; painful urination; pelvic pain; sharp abdominal pain; suprapubic pain; vaginal discharge; vomiting,11,General / Unclassified,Mild,0,Low,General Medicine,Ceftriaxone + Doxycycline + Metronidazole; Pain relievers; Hospitalization (for severe cases); Partner treatment; Abstain from intercourse during treatment,"Hydration; Protein-rich foods (chicken, beans); Vitamin C-rich foods (citrus fruits); Avoid irritants and processed foods; Probiotics (yogurt, kefir)",Complete full course of antibiotics,Avoid sexual activity during treatment,Practice safe sex,Attend follow-up appointments,Pelvic floor strengthening: Aid recovery; Walking: Supports circulation; Avoid high-impact sports: Prevent discomfort; Gentle yoga: Pelvic-friendly movements,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),pelvic inflammatory disease,1,1
DIS000117,Peptic Ulcer Disease,Requires Clinical Validation,abdominal bloating; abdominal pain; bitter regurgitation; constipation; dark stools; diarrhea; dysphagia; early satiety; gi bleeding; heartburn; hematemesis; jaundice; loss of appetite; melena; nausea; vomiting; weight gain; weight loss unintentional,18,Digestive,Mild,0,Low,Gastroenterology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),peptic ulcer disease,1,1
DIS000118,Peripheral Nerve Disorder,"Peripheral nerve disorders affect the nerves outside the brain and spinal cord, leading to numbness, weakness, pain, or coordination problems.",abnormal involuntary movements; arm pain; arm weakness; back pain; disturbance of memory; dizziness; foot or toe pain; leg pain; leg weakness; loss of sensation; paresthesia; problems with movement,12,General / Unclassified,Mild,0,Low,General Medicine,Gabapentin; Pregabalin; Amitriptyline; Physical therapy; Alpha-lipoic acid (as supplement),"Vitamin B-rich foods (whole grains, eggs, leafy greens); Omega-3 fatty acids (salmon, chia seeds); Anti-inflammatory foods (turmeric, berries); Hydration",Avoid repetitive injury,Use ergonomic tools,Take B vitamins if deficient,Follow neurologist’s advice,Balance training: Prevent falls; Physical therapy: Guided nerve rehab; Stretching: Maintain flexibility; Swimming: Low-impact full-body option,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),peripheral nerve disorder,1,1
DIS000119,Personality Disorder,"Personality disorders are mental health conditions involving rigid and unhealthy patterns of thinking, functioning, and behaving that impair social or occupational life.",anxiety and nervousness; delusions or hallucinations; depression; depressive or psychotic symptoms; drug abuse; excessive anger; fears and phobias; hostile behavior; insomnia; low self-esteem; temper problems,11,Mental Health,Mild,0,Low,Psychiatry,"Psychotherapy (e.g., DBT for BPD); SSRIs (for mood symptoms); Mood stabilizers (e.g., Lithium); Antipsychotics (in some cases); Group therapy","Balanced diet; Omega-3 fatty acids (walnuts, flaxseed); Vitamin B-complex (eggs, legumes); Magnesium-rich foods (dark chocolate, spinach); Avoid sugar and processed foods",Follow psychotherapy plan,Avoid substance use,Build healthy relationships,Maintain regular routines,Team sports: Encourage social interaction; Walking or running: Structured routine helps mood; Yoga or tai chi: Promote mindfulness; Supervised fitness coaching: Builds discipline and trust,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),personality disorder,1,1
DIS000120,Pneumonia,"Pneumonia is an infection of the lungs caused by bacteria, viruses, or fungi, resulting in cough, fever, chest pain, and difficulty breathing due to inflammation and fluid in the lungs.",chills; coryza; cough; difficulty breathing; dry cough; fever; loss of taste; nasal congestion; sharp chest pain; shortness of breath; sinus pain; sore throat; vomiting; weakness; wheezing,15,Respiratory,Moderate,0,Medium,Pulmonology,"Antibiotics (e.g., Azithromycin, Ceftriaxone); Antivirals (e.g., Oseltamivir if viral); Expectorants; Fever reducers (e.g., Acetaminophen); Oxygen therapy if needed","Hydrating fluids (water, herbal teas); Protein-rich foods (chicken, beans); Vitamin C-rich foods (oranges, broccoli); Avoid dairy if mucus worsens; Anti-inflammatory foods (turmeric, ginger)",Take full course of antibiotics,Avoid smoking,Rest adequately,Stay hydrated,Rest: Critical during acute infection; Breathing exercises: Improve lung expansion; Gentle walking: After fever subsides; Gradual reintroduction to physical activity: To build endurance,"A,B,C",Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),pneumonia,2,2
DIS000121,Polycystic Ovary Syndrome,Requires Clinical Validation,,0,General / Unclassified,Mild,0,Low,General Medicine,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),polycystic ovary syndrome,1,1
DIS000122,Problem During Pregnancy,"Problems during pregnancy refer to medical complications such as gestational diabetes, preeclampsia, or fetal growth restriction that can affect the health of the mother or baby during gestation.",back pain; cramps and spasms; headache; lower abdominal pain; nausea; pain during pregnancy; pelvic pain; problems during pregnancy; sharp abdominal pain; spotting or bleeding during pregnancy; vomiting,11,Reproductive Health,Mild,0,Low,Obstetrics & Gynecology,"Prenatal vitamins; Iron supplements; Antihypertensives (e.g., Labetalol); Insulin (for gestational diabetes); Folic acid","Prenatal vitamins (consult doctor); Iron-rich foods (red meat, lentils, spinach); Folate-rich foods (leafy greens, fortified cereals); Calcium and Vitamin D (milk, cheese, fortified plant milk); Avoid raw fish, deli meats, unpasteurized dairy",Attend regular prenatal visits,Avoid alcohol and smoking,Eat a balanced diet,Get adequate rest,Prenatal yoga: Gentle stretches safe for pregnancy; Walking: Keeps you active and healthy; Pelvic tilts: Strengthen core muscles; Kegel exercises: Support pelvic health,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),problem during pregnancy,1,1
DIS000123,Psoriasis,"Psoriasis is a chronic autoimmune skin condition causing rapid skin cell growth that results in thick, scaly, red patches, often on the elbows, knees, or scalp.","abnormal appearing skin; arthralgia; bone pain; bradycardia; chest tightness; chills; clammy skin; claudication; cold extremities; cold intolerance; cough; diarrhea; dysphagia; exercise dyspnea; facial puffiness; fatigue; fatigue on exertion; fever; focal weakness; frequent nosebleeds; hair loss; heartburn; heat intolerance; hemoptysis; hot flashes; hypersomnia; irregular appearing scalp; itching of skin; itchy scalp; joint pain; joint swelling; leg swelling; limp; loss of smell; loss of taste; low back pain; low mood; morning stiffness; muscle cramps; muscle weakness; myalgia; nasal congestion; nausea; neck pain; night sweats; night sweats heme; orthopnea; palpitations; paroxysmal nocturnal dyspnea; photophobia; photosensitivity; pleuritic chest pain; polydipsia; polyphagia; polyuria; productive cough; reduced range of motion; runny nose; shortness of breath; sinus pain; skin dryness, peeling, scaliness, or roughness; skin growth; skin lesion; skin moles; skin rash; skin swelling; spine rigidity; tendon tenderness; unintentional weight loss; vision blur; weight gain; wheezing",72,Dermatological,Mild,0,Low,Dermatology,"Topical corticosteroids; Vitamin D analogs (e.g., Calcipotriol); Methotrexate; Biologics (e.g., Adalimumab); Phototherapy (UVB)","Anti-inflammatory foods (turmeric, ginger, berries); Omega-3 fatty acids (salmon, walnuts); Vitamin D-rich foods (egg yolk, fortified cereals); Avoid gluten if sensitive; Hydration",Keep skin moisturized,Avoid triggers like stress,Use prescribed creams,Avoid scratching,Swimming in saltwater: May soothe skin; Moderate aerobic activity: Supports immune system; Stretching and yoga: Gentle on skin; Avoid hot/sweaty environments: Prevent flare-ups,"A,C",Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),psoriasis,1,1
DIS000124,Pyogenic Skin Infection,"A pyogenic skin infection is a bacterial infection of the skin that produces pus, such as abscesses, boils, or cellulitis, often caused by Staphylococcus aureus.",abnormal appearing skin; foot or toe pain; foot or toe swelling; hand or finger pain; hand or finger swelling; leg pain; leg swelling; peripheral edema; skin lesion; skin rash; skin swelling,11,Dermatological,Mild,0,Low,Dermatology,"Oral antibiotics (e.g., Cephalexin, Clindamycin); Topical antibiotics (e.g., Mupirocin); Incision and drainage; Antiseptic cleansing; Pain management","Protein-rich foods (lean meat, eggs); Vitamin C-rich foods (citrus fruits, kiwi); Zinc-rich foods (pumpkin seeds, nuts); Hydration; Avoid sugary and processed foods",Keep wound clean and dry,Avoid scratching,Take prescribed antibiotics,Cover infected area,Avoid shared gym equipment: Prevent spread; No swimming: Until cleared; Stretching at home: Avoid sweating on infected skin; Use clean towels: Hygiene is key,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),pyogenic skin infection,1,1
DIS000125,Rectal Disorder,"Rectal disorders include conditions affecting the rectum such as hemorrhoids, fissures, or prolapse, often causing pain, bleeding, or difficulty during bowel movements.",blood in stool; burning abdominal pain; constipation; cramps and spasms; diarrhea; heartburn; itching of the anus; melena; pain of the anus; rectal bleeding; sharp abdominal pain,11,General / Unclassified,Mild,0,Low,General Medicine,"Hydrocortisone suppositories; Laxatives (e.g., Lactulose); Fiber supplements; Sitz baths; Surgical intervention (e.g., hemorrhoidectomy if needed)","High-fiber foods (whole grains, fruits, vegetables); Hydration; Avoid spicy and processed foods; Probiotics (yogurt, sauerkraut); Limit caffeine and alcohol",Eat a high-fiber diet,Drink plenty of water,Avoid straining during bowel movements,Use sitz baths,Walking: Supports digestion and circulation; Pelvic floor exercises: Strengthen rectal support; Avoid cycling: Prevent irritation; Gentle yoga: Focus on posture and breathing,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),rectal disorder,1,1
DIS000126,Schizophrenia,"Schizophrenia is a severe psychiatric disorder involving distortions in thinking, perception, emotions, language, and behavior, often with hallucinations or delusions.",anxiety and nervousness; delusions or hallucinations; depression; depressive or psychotic symptoms; excessive anger; fears and phobias; hostile behavior; hysterical behavior; insomnia; low self-esteem; temper problems,11,Mental Health,Mild,0,Low,Psychiatry,"Antipsychotics (e.g., Risperidone, Olanzapine); Clozapine (treatment-resistant cases); Cognitive behavioral therapy; Long-acting injectables; Psychosocial support","Omega-3 fatty acids (fish, flaxseeds); Complex carbs (whole grains, vegetables); Vitamin B-complex foods (eggs, nuts); Antioxidant-rich foods (berries, citrus); Limit caffeine and processed foods",Adhere to medication,Avoid substance abuse,Attend therapy sessions,Build a support network,Structured group workouts: Promote social interaction; Walking or jogging: Boosts brain chemicals; Tai chi: Improves focus and calm; Avoid sensory overload: Choose quiet environments,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),schizophrenia,1,1
